Contig name	Size (bp)	Coverage	GC %	Taxonomy winner	Winner %	Species winner	Species winner %	Genus winner	Genus winner %	Order winner	Order winner %	Class winner	Class winner %	Phylum winner	Phylum winner %	Domain winner	Domain winner %
N1_003_000G1_scaffold_8129	1544	18.56	39.77			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8130	1544	10.88	64.57	Lelliottia amnigena	1.0	Lelliottia amnigena	1.0	Lelliottia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8131	1544	7.77	28.04	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8132	1544	9.33	53.43	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8133	1543	1362.25	32.21	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8134	1543	10.3	54.12	Lelliottia amnigena	1.0	Lelliottia amnigena	1.0	Lelliottia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8135	1543	8.75	28.52	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8136	1543	7.29	48.87	Clostridium hathewayi CAG:224	1.0	Clostridium hathewayi CAG:224	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8137	1542	336.28	46.11	Clostridium sp. 7_3_54FAA	1.0	Clostridium sp. 7_3_54FAA	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8138	1542	7.39	27.43	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8139	1542	10.41	50.52	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8140	1542	6.23	35.28	Clostridium sp. CAG:299	1.0	Clostridium sp. CAG:299	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8141	1542	10.7	51.69	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8142	1542	12.35	60.89	CG_Propioni_01	1.0	CG_Propioni_01	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8143	1541	14.02	27.32														
N1_003_000G1_scaffold_8144	2898	1601.24	30.54	Staphylococcus epidermidis	0.83	Staphylococcus epidermidis	0.83	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8145	1541	8.18	60.29	Enterobacter cloacae	0.5	Enterobacter cloacae	0.5	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8146	1541	10.03	34.07			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8147	1540	3285.29	34.03	Staphylococcus sp. DORA_6_22	0.5	Staphylococcus sp. DORA_6_22	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8148	2139	1241.94	29.69	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8149	1540	7.21	28.38	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8150	1540	70.71	39.16			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8151	1540	7.79	38.44			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8152	1540	12.56	47.73	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8153	1540	1049.03	32.4	Staphylococcus	0.67	Staphylococcus gallinarum	0.33	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_8154	1540	12.66	30.84			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8155	1539	6.24	45.16	Streptococcus sp. I-P16	1.0	Streptococcus sp. I-P16	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8156	1539	8.87	53.41	Salmonella enterica	0.75	Salmonella enterica	0.75	Salmonella	0.75	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8157	1539	6.92	62.12	Enterobacter sp. 35683	1.0	Enterobacter sp. 35683	1.0	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8158	1539	153.02	55.17	Enterobacter sp. MGH 14	0.67	Enterobacter sp. MGH 14	0.67	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8159	1538	122.98	36.15	Eubacterium ventriosum	0.5	Eubacterium ventriosum	0.5	Eubacterium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8160	1538	8.68	27.05	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8161	1537	6.93	50.75	Corynebacterium pseudogenitalium	1.0	Corynebacterium pseudogenitalium	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8162	1537	60.61	35.72														
N1_003_000G1_scaffold_8163	1537	10.74	45.8			unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67
N1_003_000G1_scaffold_8164	1537	8.78	38.13			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8165	1537	10.64	42.03			unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67
N1_003_000G1_scaffold_8166	1537	30.74	36.43	marine sediment metagenome	1.0	marine sediment metagenome	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8167	1536	1689.45	35.22	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8168	1536	7.62	30.47	Equus caballus	0.5	Equus caballus	0.5	Equus	0.5	Perissodactyla	0.5	Mammalia	0.5	Chordata	0.5	Metazoa	0.5
N1_003_000G1_scaffold_8169	1536	8.4	48.89	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8170	1536	87.89	46.68			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8171	1535	7.92	25.73	Clostridium sp. CAG:452	0.5	Clostridium sp. CAG:452	0.5	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8172	1535	355.41	27.62	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_8173	1535	68.01	57.59	Klebsiella pneumoniae	1.0	Klebsiella pneumoniae	1.0	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8174	1535	9.09	46.91	Clostridium sp. ASBs410	0.5	Clostridium sp. ASBs410	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8175	1535	1131.5	32.83	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8176	1535	12.41	60.07	Corynebacterium pseudogenitalium	0.5	Corynebacterium pseudogenitalium	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8177	1534	6.16	41.2	Streptococcus sp. I-G2	1.0	Streptococcus sp. I-G2	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8178	1533	7.53	44.36	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8179	1533	55.38	34.77														
N1_003_000G1_scaffold_8180	2635	4633.32	38.63	Veillonella parvula	0.5	Veillonella parvula	0.5	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8181	1533	797.75	42.27	Veillonella dispar	0.67	Veillonella dispar	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8182	1533	9.78	27.66	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8183	1532	256.43	28.52	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8184	1532	1120.99	28.66	human gut metagenome	1.0	human gut metagenome	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8185	1532	50.52	57.05	Corynebacterium tuberculostearicum	1.0	Corynebacterium tuberculostearicum	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8186	1531	10.09	47.62	Enterobacter cloacae	0.5	Enterobacter cloacae	0.5	Enterobacter	0.5	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8187	1531	55.75	45.07	Chlorocebus sabaeus	0.5	Chlorocebus sabaeus	0.5	Chlorocebus	0.5	Primates	0.5	Mammalia	0.5	Chordata	0.5	Metazoa	0.5
N1_003_000G1_scaffold_8188	1531	11.37	32.59														
N1_003_000G1_scaffold_8189	1531	8.52	61.07	Enterobacter	0.67	Enterobacter sp. 35027	0.33	Enterobacter	0.67	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8190	1530	8.24	49.22	Streptococcus sp. I-P16	1.0	Streptococcus sp. I-P16	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8191	1530	20.49	39.87			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8192	1530	8.14	26.34	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8193	1530	242.25	27.97	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8194	1530	6.76	29.93	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8195	1530	9.02	39.67			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8196	1530	15.59	50.65	Actinotignum schaalii	1.0	Actinotignum schaalii	1.0	Actinotignum	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8197	1529	1360.4	28.84	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8198	1529	8.93	54.02	Lelliottia amnigena	1.0	Lelliottia amnigena	1.0	Lelliottia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8199	1529	432.83	27.99	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8200	1528	8.15	36.26			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8201	1528	5.1	39.73	Streptococcus sp. I-P16	0.67	Streptococcus sp. I-P16	0.67	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8202	1528	7.66	24.74	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8203	1527	11.1	57.04	Enterobacter cloacae	0.67	Enterobacter cloacae	0.67	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8204	1527	20.83	32.68	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8205	1527	6.09	61.56	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8206	1527	9.63	32.68	Peptoclostridium difficile	0.5	Peptoclostridium difficile	0.5	Peptoclostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_8207	2771	1534.27	31.04	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8208	1526	8.16	28.24	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8209	1526	8.85	66.64	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8210	1525	35.61	39.93	marine sediment metagenome	1.0	marine sediment metagenome	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8211	1525	9.64	60.2	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8212	1525	8.85	61.9	Lelliottia amnigena	1.0	Lelliottia amnigena	1.0	Lelliottia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8213	1525	9.64	56.52	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8214	1525	6.98	26.16	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8215	1525	7.97	28.92	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8216	1525	6.69	42.3	Streptococcus sp. I-P16	0.5	Streptococcus sp. I-P16	0.5	Streptococcus	0.5	Lactobacillales	0.5	Bacilli	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_8217	1524	19.39	48.36	Primates	0.5	unknown	0.5	unknown	0.5	Primates	0.5	Mammalia	0.5	Chordata	0.5	Metazoa	0.5
N1_003_000G1_scaffold_8218	1524	449.41	31.23	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8219	1524	24.11	37.4	Homo sapiens	1.0	Homo sapiens	1.0	Homo	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_8220	1524	8.86	50.0			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8221	1524	39.86	40.42			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8222	1524	1296.65	30.64	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8223	1524	11.02	28.81			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8224	1524	6.2	43.5	Streptococcus	0.67	Streptococcus sp. I-G2	0.33	Streptococcus	0.67	Lactobacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_8225	2796	1387.18	50.29	Enterobacteriales	0.75	Pantoea sp. PSNIH2	0.25	Pantoea	0.25	Enterobacteriales	0.75	Gammaproteobacteria	0.75	Proteobacteria	0.75	Bacteria	0.75
N1_003_000G1_scaffold_8226	1524	6.59	31.04	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8227	1523	7.78	41.43	Clostridium hathewayi CAG:224	0.67	Clostridium hathewayi CAG:224	0.67	Clostridium	0.67	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_8228	1523	12.02	48.79	Clostridium hathewayi CAG:224	1.0	Clostridium hathewayi CAG:224	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8229	1523	118.58	29.15	Clostridium butyricum	1.0	Clostridium butyricum	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8230	1523	20.09	52.33	Enterobacter hormaechei	1.0	Enterobacter hormaechei	1.0	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8231	1523	9.26	44.12	[Clostridium] clostridioforme	1.0	[Clostridium] clostridioforme	1.0	Lachnoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8232	1523	135.92	28.63	Staphylococcus aureus	0.5	Staphylococcus aureus	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8233	1522	7.69	45.47			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8234	1522	25.62	55.65	Enterobacter	1.0	Enterobacter sp. MGH 14	0.33	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8235	1522	28.78	38.9	Picoides pubescens	0.57	Picoides pubescens	0.57	Picoides	0.57	Piciformes	0.57	Aves	0.71	Chordata	0.86	Metazoa	1.0
N1_003_000G1_scaffold_8236	1521	13.02	60.82	Rothia mucilaginosa	0.5	Rothia mucilaginosa	0.5	Rothia	0.5	Micrococcales	0.5	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8237	1521	14.2	39.32	Onchocerca volvulus	1.0	Onchocerca volvulus	1.0	Onchocerca	1.0	Spirurida	1.0	Chromadorea	1.0	Nematoda	1.0	Metazoa	1.0
N1_003_000G1_scaffold_8238	1521	96.94	33.14	Clostridium sp. 7_2_43FAA	0.5	Clostridium sp. 7_2_43FAA	0.5	Clostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_8239	1521	7.89	36.23	Bos mutus	0.5	Bos mutus	0.5	Bos	0.5	unknown	1.0	Mammalia	0.5	Chordata	0.5	Metazoa	0.5
N1_003_000G1_scaffold_8240	1521	11.44	34.06	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8241	1521	11.34	57.07	Enterobacter sp. 35683	1.0	Enterobacter sp. 35683	1.0	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8242	1521	8.88	57.99	Enterobacter	1.0	Enterobacter cloacae	0.33	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8243	1520	12.14	32.7	Staphylococcus pettenkoferi	1.0	Staphylococcus pettenkoferi	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8244	1520	10.66	56.58	Enterobacter	0.75	Enterobacter cloacae	0.25	Enterobacter	0.75	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8245	1520	9.47	58.16	[Clostridium] clostridioforme	1.0	[Clostridium] clostridioforme	1.0	Lachnoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8246	1520	9.57	47.63	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8247	1520	8.09	37.57	[Clostridium] sordellii	1.0	[Clostridium] sordellii	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8248	1519	58.06	49.97			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_8249	2803	5654.89	39.14	Veillonella	1.0	Veillonella sp. HPA0037	0.33	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8250	2796	997.16	38.91	Veillonella parvula	0.67	Veillonella parvula	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8251	1519	8.39	26.46	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8252	1519	11.36	46.54	Hungatella hathewayi	0.67	Hungatella hathewayi	0.67	Hungatella	0.67	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8253	1519	8.49	59.84	Corynebacterium tuberculostearicum	1.0	Corynebacterium tuberculostearicum	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8254	1519	6.42	55.17	Arthrobacter albus	1.0	Arthrobacter albus	1.0	Arthrobacter	1.0	Micrococcales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8255	1519	9.48	23.24	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8256	1518	24.31	54.15	Corynebacterium resistens	0.5	Corynebacterium resistens	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_8257	1518	10.47	58.76	Enterobacter cloacae	0.5	Enterobacter cloacae	0.5	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
